ID_judet,Judet,SIRUTA,Localitate,Wikidata,Website,E-mail general 1 1,E-mail general 2,E-mail registratura,Telefon 1,Telefon 2,Telefon 3,Telefon 4,Adresa
11,CARAS-SEVERIN,51984,Ciuchici,Q12724645,http://www.primaria-ciuchici.ro/,mailto:primariaciuchici@yahoo.com,,,+40-25557620,,,,"Comuna Ciuchici; Principala, nr. 261"
11,CARAS-SEVERIN,52035,Ciudanovița,Q16425994,https://www.primariaciudanovita.ro/,mailto:primaria_ciudanovita@yahoo.com,,,+40-255575709,,,,"Str. Principala, Com. Ciudanovita, Caras-Severin"
11,CARAS-SEVERIN,51877,Constantin Daicoviciu,Q12112450,http://www.primariaconstantindaicoviciu.ro/,mailto:primariacavaran@yahoo.com,,,+40-255510126,,,,"Str. Principala, 11, Com. Constantin Daicoviciu, Caras-Severin, 327091"
11,CARAS-SEVERIN,52062,Copăcele,Q12724660,https://www.primariacopacele.ro/,mailto:primariacopacele@gmail.com,,,+40-355401315,,,,LocalitateaCopacelenr.122judetulCarasSeverin
11,CARAS-SEVERIN,52115,Cornea,Q16426000,https://www.primaria-cornea.ro,mailto:primariacorneacs@yahoo.com,,,+40-255261312,,,,str. Principala nr. 261
11,CARAS-SEVERIN,52160,Cornereva,Q16426003,http://primaria-cornereva.ro,mailto:contact@primaria-cornereva.ro,,,+40-372930017,,,,"str. Principală, nr. 130"
11,CARAS-SEVERIN,53489,Coronini,Q16426006,http://www.primariacoronini.ro,mailto:primaria.coronini@yahoo.com,,,+40-255544115,,,,Str. Principala Nr. 58
11,CARAS-SEVERIN,52570,Dalboșeț,Q5064821,,mailto:primariadalboset@yahoo.com,,,+40-255243403,,,,Str. Principala Nr. 130
11,CARAS-SEVERIN,52650,Doclin,Q12724731,http://www.comuna-doclin.ro/,mailto:secretariat@comuna-doclin.ro,,,+40-255527074,,,,Sat. Doclin Nr. 1
11,CARAS-SEVERIN,52696,Dognecea,Q16439439,https://comunadognecea.ro,mailto:dogneceaprimaria@yahoo.com,,,+40-255236305,,,,"Str. Principala, C.P. 327180"
11,CARAS-SEVERIN,52721,Domașnea,Q12724733,https://www.primaria-domasnea.ro/,mailto:domasnea@gmail.com,,,+40-255263101,,,,"Str. Principala nr. 318, Cod postal 327185, Jud. Caras-Severin"
11,CARAS-SEVERIN,53700,Eftimie Murgu,Q12724762,https://www.primariaeftimiemurgu.ro/,mailto:emurguprimar@yahoo.com,,,+40-255243210,,,,"Eftimie Murgu, nr. 265, județul Caraș Severin, C.P. 327190"
11,CARAS-SEVERIN,52758,Ezeriș,Q12724764,http://www.primariaezeris.ro/,mailto:primaria.ezeris@yahoo.com,,,+40-255235301,,,,Str. Principala nr.1
11,CARAS-SEVERIN,52785,Fârliug,Q16426015,https://www.comuna-firliug.ro/,mailto:primariafarliug@yahoo.com,,,+40-255235414,,,,"Comuna Fîrliug nr.80, cod postal 327200"
11,CARAS-SEVERIN,52856,Forotic,Q12724768,https://www.comunaforotic.ro/,mailto:comunaforotic@yahoo.com,,,+40-371105291,,,,"Loc.Forotic,Str.Principala, Nr.1, c.p.327210"
11,CARAS-SEVERIN,52909,Gârnic,Q1087069,http://www.primariagarnic.ro/,mailto:comunagarnic@primariagarnic.ro,,,+40-731306970,,,,"Com. Garnic, nr. 77, Jud. Caras-Severin"
11,CARAS-SEVERIN,52936,Glimboca,Q16426019,http://www.primaria-glimboca.ro/,mailto:primaria.glimboca@gmail.com,,,+40-255534378,,,,"Str. Principala nr.367, cp. 327220"
11,CARAS-SEVERIN,52954,Goruia,Q12724811,,mailto:primariagoruia@yahoo.com,,,+40-255234501,+40-255234611,,,"Strada Principală, nr, 211, Goruia, Comuna Goruia, jud. Caraș-Severin, 327225"
11,CARAS-SEVERIN,52990,Grădinari,Q12724823,https://www.gradinari-cs.ro/,mailto:primariagradinari@yahoo.com,,,+40-255575722,,,,"Strada Principală, nr. 190, Comuna Grădinari, jud. Caraș-Severin, 327230"
11,CARAS-SEVERIN,53023,Iablanița,Q12173234,http://www.primariaiablanita.ro/,mailto:primaria.iablanita@yahoo.com,,,+40-255563412,+40-255563444,+40-255563443,,"Strada Principală, nr. 89B, Comuna Iablanița, jud. Caraș-Severin, 327235"
11,CARAS-SEVERIN,53069,Lăpușnicel,Q12724916,,mailto:primarialapusnicel_cs@yahoo.com,,,+40-355561016,+40-724360441,+40-724360455,+40-785255277,"Strada Principală, nr. 278, Comuna Lăpușnicel, jud. Caraș-Severin, 327240"
11,CARAS-SEVERIN,53103,Lăpușnicu Mare,Q16426025,http://primarialapusnicumare.ro/,mailto:primarialapusnicumare@yahoo.com,,,+40-255244005,+40-255244006,,,"Strada Principală, nr. 133, Comuna Lăpușnicu Mare, jud. Caraș-Severin, 327245"
11,CARAS-SEVERIN,53130,Luncavița,Q12724912,http://www.luncavita.com/,mailto:primaria_luncavitacs@yahoo.com,,,+40-255261101,+40-723292934,,,"Strada Principală, nr. 43, Comuna Luncavița, jud. Caraș-Severin, 327250"
11,CARAS-SEVERIN,53167,Lupac,Q12724913,https://comunalupac.ro/,mailto:primarialupac@gmail.com,,,+40-255233715,,,,"Strada Principală, nr. 1, Comuna Lupac, jud. Caraș-Severin, 327255"
11,CARAS-SEVERIN,53210,Marga,Q12724924,http://comuna-marga.ro/,mailto:primaria.marga@gmail.com,,,+40-255524570,+40-255524401,,,"Strada Principală, nr. 217, Comuna Marga, jud. Caraș-Severin, 327260"
11,CARAS-SEVERIN,53247,Măureni,Q16426030,http://www.comunamaureni.ro/,mailto:primaria_maureni@yahoo.com,,,+40-255526001,,,,"Calea Timișorii, nr. 38 (Strada Principală, nr. 371), Măureni, Comuna Măureni, jud. Caraș-Severin, 327265"
11,CARAS-SEVERIN,53274,Mehadia,Q16426033,http://www.primariamehadia.ro/,mailto:primariamehadiacs@yahoo.com,,,+40-255523121,,,,"Strada Principală, Bl. A4, Comuna Mehadia, jud. Caraș-Severin, 327270"
11,CARAS-SEVERIN,53327,Mehadica,Q12724928,http://mehadica.ro/,mailto:primaria.mehadica@gmail.com,,,+40-255563339,,,,"Strada Principală, nr. 71, Comuna Mehadica, jud. Caraș-Severin, 327275"
11,CARAS-SEVERIN,53345,Naidăș,Q12724985,http://www.primarianaidas.ro/,mailto:primar@primarianaidas.ro,,mailto:secretar@primarianaidas.ro,+40-255576412,+40-771051865,,,"Strada Principală, nr. 1, Comuna Naidăș, jud. Caraș-Severin, 327280"
11,CARAS-SEVERIN,53372,Obreja,Q5064643,http://primaria-obreja.ro/,mailto:obrejaprimarie@gmail.com,,,+40-255534501,+40-255534567,,,"Strada Principală, nr. 164, Obreja, Comuna Obreja, jud. Caraș-Severin, 327285"
11,CARAS-SEVERIN,50987,Ocna de Fier,Q12725000,https://www.ocnadefier.ro/,mailto:primaria@ocnadefier.ro,,,+40-255527929,+40-255527802,,,"Strada Vale, nr. 107B, Comuna Ocna de Fier, jud. Caraș-Severin, 327290"
11,CARAS-SEVERIN,53425,Păltiniș,Q12725071,http://www.primariapaltiniscs.ro/,mailto:primaria@primariapaltiniscs.ro,,,+40-255522804,,,,"Strada Principală, nr. 164, Comuna Păltiniș, jud. Caraș-Severin, 327295"
11,CARAS-SEVERIN,53513,Pojejena,Q12725050,https://www.primariapojejena.ro/,mailto:primariapojejena@yahoo.com,,,+40-255544355,,,,"Strada Principală, nr. 277, Pojejena, Comuna Pojejena, jud. Caraș-Severin, 327300"
11,CARAS-SEVERIN,53577,Prigor,Q16426040,https://www.primariaprigor.ro/,mailto:pr_prigor@yahoo.com,,,+40-255243832,,,,"Strada Principală, nr. 323, Comuna Prigor, jud. Caraș-Severin, 327305"
11,CARAS-SEVERIN,53675,Răcășdia,Q12725109,https://www.primariaracasdia.ro/,mailto:racasdiaprimaria@yahoo.com,,,+40-255575493,,,,"Strada Principală, nr. 535, Comuna Răcășdia, jud. Caraș-Severin, 327315"
11,CARAS-SEVERIN,53639,Ramna,Q12725081,http://www.ramna.ro/,mailto:primariaramna@yahoo.com,,,+40-255528001,+40-255528185,,,"Strada Principală, nr. 26, Comuna Ramna, jud. Caraș-Severin, 327310"
11,CARAS-SEVERIN,53728,Rusca Montană,Q12725101,,mailto:primariaruscamontana@yahoo.com,,,+40-255536082,+40-255536058,,,"Strada Principală, nr. 450, Comuna Rusca Montană, jud. Caraș-Severin, 327320"
11,CARAS-SEVERIN,53755,Sacu,Q12725116,https://www.comunasacu.ro/,mailto:primaria_sacu@yahoo.com,,,+40-255510340,+40-255514740,,,"Strada Principală, nr. 52, Comuna Sacu, jud. Caraș-Severin, 327325"
11,CARAS-SEVERIN,53791,Sasca Montană,Q12725122,,mailto:primariasasca@yahoo.com,,,+40-255576514,+40-255576565,,,"Strada Principală, nr. 375, Comuna Sasca Montană, jud. Caraș-Severin, 327330"
11,CARAS-SEVERIN,53853,Sichevița,Q16426045,https://www.comunasichevita.ro/,mailto:sichevitap@yahoo.com,,,+40-255545005,+40-255545188,,,"Strada Principală, nr. 396, Comuna Sichevița, jud. Caraș-Severin, 327335"
11,CARAS-SEVERIN,54056,Slatina-Timiș,Q12725137,https://www.slatina-timis.ro/,mailto:primaria@slatina-timis.ro,,,+40-255260844,,,,"Strada Principală, nr. 32, Comuna Slatina-Timiș, jud. Caraș-Severin, 327360"
11,CARAS-SEVERIN,54109,Socol,Q12756677,https://www.primariasocol.ro/,mailto:primariasocol@yahoo.com,,,+40-25554484,,,,"Socol, nr. 126, jud. Caraș- Severin, CP 327365"
11,CARAS-SEVERIN,54163,Șopotu Nou,Q16426050,http://primaria-sopotunou.ro/,mailto:primaria@primaria-sopotunou.ro,,,+40-255244901,,,,"Str. Principală, Nr. 19, Caras-Severin, Cod postal: 327370"
11,CARAS-SEVERIN,54350,Târnova,Q12725224,https://www.tarnova.ro/,mailto:primaria@tarnova.ro,,,+40-255234704,,,,"Str. Principala, 376, Com. Târnova, Caras-Severin, Târnova 327385"
11,CARAS-SEVERIN,54270,Teregova,Q12725204,http://teregova.ro/,mailto:primaria_teregova@yahoo.com,,,+40-255260005,,,,"Strada Principală 358, Teregova 327390"
11,CARAS-SEVERIN,54305,Ticvaniu Mare,Q16426054,https://primariaticvaniumare.ro/,mailto:primariaticvaniumare@yahoo.com,,,+40-255577100,,,,
11,CARAS-SEVERIN,54387,Topleț,Q12725210,http://www.primaria-toplet.ro/,mailto:primaria.toplet@gmail.com,,,+40-255522102,,,,Comuna Toplet . Nr.110
11,CARAS-SEVERIN,54412,Turnu Ruieni,Q5064911,http://www.comuna-turnuruieni.ro/,mailto:primariaturnuruieni@gmail.com,,,+40-255510221,,,,"Caras-Severin, Turnu-Ruieni, Nr. 45"
11,CARAS-SEVERIN,54485,Văliug,Q16426059,https://www.primaria-valiug.ro/,mailto:prim_valiug@yahoo.com,,,+40-255235601,,,,"Comuna Văliug Nr. 56, Jud. Caraș-Severin, Cod postal: 327415"
11,CARAS-SEVERIN,54500,Vărădia,Q12725279,http://www.primariavaradiacs.ro/,mailto:primaria_varadia@yahoo.com,,,+40-769065253,,,,"COMUNA VARADIA, STR.PRINCIPALA, NR.379, JUDETUL CARAS-SEVERIN"
11,CARAS-SEVERIN,54537,Vermeș,Q16426063,http://www.vermes.ro/,mailto:comunavermes@yahoo.ro,,,+40-255526401,,,,"Vermes, Str. Principala nr. 152, Caras-Severin"
11,CARAS-SEVERIN,54573,Vrani,Q16426067,http://primaria-vrani.ro/,mailto:vrani.romania@gmail.com,,,+40-355081086,,,,"Str. Principala nr. 93A, CP 327430"
11,CARAS-SEVERIN,54617,Zăvoi,Q16439456,http://primariazavoi.ro/,mailto:primaria_zavoi@yahoo.com,,,+40-255534822,,,,"nr. 167, sat Zavoi, comuna Zavoi, judetul Caras Severin"
11,CARAS-SEVERIN,54699,Zorlențu Mare,Q12725284,https://www.primariazorlentumare.ro/,mailto:primariazorlentumare@gmail.com,,,+40-255232719,,,,"Str. Principala, 34, Com. Zorlentu Mare, Caras-Severin, Zorlențu Mare 327450"
12,CALARASI,92569,Călărași,Q212561,https://www.primariacalarasi.ro/,mailto:office@primariacalarasi.ro,,,+40-242311005,,,,"Str.Bucuresti, Nr. 140 A 910058"
12,CALARASI,100610,Oltenița,Q737188,https://www.primariaoltenita.ro/,mailto:contact@primariaoltenita.ro,,,+40-242515182,,,,"Bulevardul Republicii 64, Oltenița 915400"
12,CALARASI,101458,Budești,Q851409,http://www.primariebudesti.ro/,mailto:primaria.budesti@gmail.com,,,+40-242528301,,,,"Str. Gării nr.12, oraș Budești, județ Călărași, cod poștal 915100"
12,CALARASI,103032,Fundulea,Q923254,http://www.primaria-fundulea.ro/,mailto:primariafundulea@yahoo.com,,,+40-242642084,,,,"Strada Mihail Kogalniceanu, nr. 18 Fundulea Calarasi 915200"
12,CALARASI,93888,Lehliu Gară,Q912204,https://www.primarialehliugara.ro/,mailto:consiliullocal@yahoo.com,,,+40-242641124,,,,"Pompieri, nr. 3 (Cod poștal: 915300), Județ: Calarasi"
12,CALARASI,94125,Alexandru Odobescu,Q609482,http://primariaodobescu.ro/,mailto:primaria_alodobescu@yahoo.com,,,+40-242533600,,,,"Sat Nicolae Bălcescu Str Centrală Nr. 29 cod poștal: 917007, Județ: Calarasi"
12,CALARASI,101083,Belciugatele,Q2325305,http://belciugatele.ro/,mailto:primariabelciugatele@gmail.com,,,+40-242643125,,,,"Voinescu Vasile, nr. 307 Belciugatele Calarasi 917010"
12,CALARASI,92961,Borcea,Q1866812,http://primariaborcea.ro/,mailto:primariaborcea@yahoo.co.uk,,,+40-242340063,,,,"Str. Calarasi, nr. 422 Comuna Borcea Calarasi 917015"
12,CALARASI,101724,Căscioarele,Q16426074,https://comunacascioarele.ro/,mailto:cascioarele@cl.e-adm.ro,,,+40-242525046,,,,"comuna Cascioarele, judetul Calarasi str.Principala nr. 89"
12,CALARASI,101804,Chirnogi,Q16426076,http://www.comunachirnogi.ro/,mailto:prim_chirnogi@yahoo.com,,,+40-242524239,,,,"Comuna Chirnogi str. Viilor, nr. 15 județul Călărași"
12,CALARASI,101822,Chiselet,Q16426081,http://www.primariachiselet.ro/,mailto:primariachiselet@yahoo.com,,,+40-242521023,,,,Com. Chiselet Chiselet Calarasi
12,CALARASI,93085,Ciocănești,Q16426085,http://www.primaria-ciocanesti.ro/,mailto:primaria@primaria-ciocanesti.ro,,,+40-242337305,,,,"Strada Principala , Nr 291 Comuna Ciocanesti Romania"
12,CALARASI,180055,Crivăț,Q16426089,http://www.comunacrivat.ro/,mailto:primariacrivat@yahoo.com,,,+40-374091271,,,,"Sat Crivăţ, jud. Călăraşi"
12,CALARASI,102419,Curcani,Q2100924,http://www.primariacurcani.ro/,mailto:primariacurcani@gmail.com,,,+40-242526258,,,,"Comuna Curcani, Județul Călărași, strada Peneș Curcanul, nr. 45"
12,CALARASI,93281,Cuza Vodă,Q1913575,http://www.primariacuzavoda.ro/,mailto:primariacuzavodacalarasi@gmail.com,,,+40-242339426,,,,"strada Calea Călărași, nr. 24, sat Ceacu, comuna Cuza Vodă, Judetul Calarasi, cod 917045"
12,CALARASI,93325,Dichiseni,Q1123476,http://www.primariadichiseni.ro/,mailto:primaria.dichiseni@yahoo.ro,,,+40-242313637,,,,"Strada Lichiresti, numarul 72, Com. Dichiseni, Calarasi"
12,CALARASI,93370,Dor Mărunt,Q2403585,http://www.comunadormarunt.ro/,mailto:primaria.dormarunt@yahoo.com,,,+40-242644220,,,,"Şoseaua Bucureşti- Constanţa, nr. 229 Loc. Dor Mărunt Judeţul Călăraşi Cod poştal- 917055"
12,CALARASI,93441,Dorobanțu,Q2686219,https://primariadorobantu.ro/,mailto:primariadorobantu@yahoo.com,,,+40-242335103,,,,"Strada Bucuresti, nr. 16, comuna Dorobanțu, județul Călărași"
12,CALARASI,93487,Dragalina,Q1947743,http://comunadragalina.ro/,mailto:pdragalina@gmail.com,,,+40-242708073,,,,Bd-ul General Ioan Dragalina Nr 46 Cod postal: 917080
12,CALARASI,93539,Dragoș Vodă,Q2537456,https://primariadragosvoda.ro/,mailto:secretar@primariadragosvoda.ro,,,+40-242345711,,,,"Comuna Dragos Voda, judetul Calarasi"
12,CALARASI,102838,Frăsinet,Q2537514,http://www.primariacomuneifrasinet.ro/,mailto:primaria_frasinet@yahoo.com,,,+40-242645908,,,,Comuna Frasinet Calarasi 917090
12,CALARASI,102945,Frumușani,Q2537496,https://www.primaria-frumusani.ro/,mailto:primaria_frumusani@yahoo.com,,,+40-242516012,,,,"Str. Principală nr.70, Comuna Frumușani, Jud. Călărași, Cod Postal 917100"
12,CALARASI,103014,Fundeni,Q16426101,https://www.primariafundeni.ro/,mailto:primariafundenicl@yahoo.com,,,+40-242516306,,,,"Strada Trandafirilor, Nr. 25, Fundeni 077035"
12,CALARASI,179962,Gălbinași,Q16426104,https://primaria-galbinasi.ro/,mailto:primaria.galbinasi@yahoo.com,,,+40-242516814,,,,"Str. 1 decembrie 1918 , nr. 16 Galbinasi Calarasi"
12,CALARASI,93664,Grădiștea,Q2537520,http://primariagradistea.ro/,mailto:primaria@primariagradistea.ro,,,+40-242336017,,,,Str. Calea Calarasi nr.132 Gradistea Calarasi
12,CALARASI,103568,Gurbănești,Q2716906,http://www.gurbanesti.ro/,mailto:primaria_gurbanesti@yahoo.com,,,+40-242317138,,,,"Comuna Gurbăneşti, Sat Gurbăneşti, Judeţul Călăraşi, 917120"
12,CALARASI,103764,Ileana,Q16426110,http://www.comunaileana.ro/,mailto:primariaileana@gmail.com,,,+40-242646048,,,,Localitatea: Ileana Strada Principala Cod Postal: 917130
12,CALARASI,93771,Independența,Q2537466,http://www.primariaindependenta.ro/,mailto:primarindependenta@yahoo.com,,,+40-242535353,,,,"Str. Unirii nr. 42 Sat Independenta, jud. Calarasi"
12,CALARASI,93815,Jegălia,Q2717043,http://www.primariajegalia.ro/,mailto:primariajegalia@yahoo.com,,,+40-242342021,,,,"Sat Jegalia, jud. Calarasi Soseaua Calarasi- Fetesti, nr. 40"
12,CALARASI,93851,Lehliu,Q2303849,http://www.comunalehliu.ro/,mailto:contact@comunalehliu.ro,,,+40-242645165,,,,"Sat Lehliu, Str. 41, Nr. 64, Com. Lehliu, Jud. Călărași"
12,CALARASI,104083,Luica,Q2226111,http://www.primaria-luica.ro/,mailto:primaria.luica@yahoo.com,,,+40-242527021,,,,"Str. Ion Creanga, Nr.12 Luica Calarasi 917155"
12,CALARASI,93931,Lupșanu,Q2717055,https://primarialupsanu.ro/,mailto:primaria.lupsanu@yahoo.com,,,+40-242646412,,,,"Adresa: comuna Lupșanu, strada Mihail Vulpescu nr. 27, județul Călărași"
12,CALARASI,104181,Mânăstirea,Q2537556,http://primariamanastirea.ro/,mailto:manastirea_primaria@yahoo.com,,,+40-242520018,,,,"Str. Olteniţei, Nr. 70(Cod poștal: 917170), Județ: Calarasi,Romania"
12,CALARASI,100638,Mitreni,Q2419303,http://www.primariamitreni.ro/,mailto:primariamitreni@yahoo.com,,,+40-242525450,,,,Mitreni Calarasi Romania
12,CALARASI,92587,Modelu,Q2052617,http://www.primariamodelu.ro/,mailto:primarie@primariamodelu.ro,,,+40-242312553,,,,"Strada PLOPILOR, Nr. 12, comuna MODELU Judetul CALARASI, cod postal 917180"
12,CALARASI,104323,Nana,Q2537581,http://www.primarianana.ro/,mailto:primarianana@yahoo.com,,,+40-242531531,,,,"Comuna Nana,Calarasi Cod Postal : 917185"
12,CALARASI,104341,Nicolae Bălcescu,Q2537547,http://www.primarianicolaebalcescu.ro/,mailto:primarianicolaebalcescu@yahoo.com,,,+40-242534411,,,,"Judetul: Calarasi Localitatea: Nicolae Balcescu Strada: Principele Mihai, nr.: 37A Cod Postal: 917190"
12,CALARASI,94223,Perișoru,Q2716841,http://www.comunaperisoru.ro/,mailto:comuna.perisoru@yahoo.com,,,+40-242346010,,,,Str. Parcului nr. 3 Cod postal: 917195
12,CALARASI,104635,Plătărești,Q2716848,https://primaria-plataresti.ro/,mailto:platarestiprimaria@yahoo.com,,,+40-242533044,,,,Calea Bucuresti nr. 115 Plataresti Calarasi
12,CALARASI,104751,Radovanu,Q2716733,http://primaria-radovanu.ro/,mailto:primaria_radovanu@yahoo.com,,,+40-242517211,,,,"Str. Principala, nr. 158 Radovanu Calarasi"
12,CALARASI,94312,Roseți,Q12725094,https://www.comunaroseti.ro/,mailto:primariaroseti@yahoo.com,,,+40-242344017,,,,"Str. General Dragalina, nr. 20 Roseți/ 917210"
12,CALARASI,104886,Sărulești,Q965730,http://www.primariacomuneisarulesti.ro/,mailto:primariasarulesti@yahoo.com,,,+40-242311935,,,,"Str. Mihail Andricu, nr 19 Sat Sarulesti - Gara, Com. Sarulesti Judetul Calarasi"
12,CALARASI,105222,Sohatu,Q2621237,http://primariasohatu.ro/,mailto:secretariat@primariasohatu.ro,,mailto:registratura@primariasohatu.ro,+40-242517005,,,,"Comuna Sohatu, sat Sohatu, strada Barbu Ştefănescu Delavrancea, nr.54"
12,CALARASI,105384,Șoldanu,Q2717080,https://primaria-soldanu.ro/,mailto:primariasoldanu@yahoo.com,,,+40-242530530,,,,"Sos. Oltenitei, nr.70 Soldanu Calarasi 917235"
12,CALARASI,105259,Spanțov,Q2717108,https://www.comunaspantov.ro/,mailto:primariaspantov@gmail.com,,,+40-242522148,,,,"Strada Calarasi, nr. 84 Cod Postal 917230 Spantov Calarasi 917230"
12,CALARASI,94562,Ștefan cel Mare,Q16426120,http://www.stefancelmarecl.ro,mailto:primar@stefancelmarecl.ro,,,+40-242530077,,,,"Şcolii, nr. 25(Cod poștal: 917245), Județ: Calarasi,Romania"
12,CALARASI,94580,Ștefan Vodă,Q16426124,,mailto:stefanvoda_cl@yahoo.com,,,+40-242536758,,,,"Viorelelor, nr. 114,Județ: Calarasi"
12,CALARASI,105455,Tămădău Mare,Q12725229,http://www.primariatamadau.ro/,mailto:primariatamadau@yahoo.com,,,+40-242643444,,,,"Str. Principala nr.55, Sat Tamadau Mare, Comuna Tamadau Mare, CP 917250, Judetul Calarasi"
12,CALARASI,105605,Ulmeni,Q16426128,http://www.primariaulmeni.ro/,mailto:primaria_ulmeni@yahoo.com,,,+40-242523123,,,,"Judetul Calarasi Localitatea Ulmeni Șos.Olteniței , Nr.310 Cod Postal 917260"
12,CALARASI,94606,Ulmu,Q2537150,http://ulmu.infoprimarie.ro/,mailto:primarie@ulmu.infoprimarie.ro,,,+40-242338070,,,,com. Ulmu jud. Calarasi
12,CALARASI,94651,Unirea,Q2716812,http://www.primaria-unirea.ro/,mailto:primariaunireacalarasi@yahoo.com,,,+40-242343028,,,,"Judetul Calarasi Localitatea Unirea Soseaua Calarasi - Fetesti, nr. 303 Cod Postal 917270"
12,CALARASI,94731,Vâlcelele,Q2717067,http://www.primariavilcelele.ro/,mailto:primaria_vilcelele@yahoo.com,,,+40-242346603,,,,"Sat Vilcelele, str. Florenta Albu, nr. 691 Com. Vilcelele/ 917290"
12,CALARASI,105712,Valea Argovei,Q2716755,http://comunavaleaargovei.ro/,mailto:primaria_valea_argovei@yahoo.com,,,+40-242645680,,,,"Cod poștal: 917275, Județ: Calarasi,Romania"
12,CALARASI,105829,Vasilați,Q2717064,http://primariavasilati.ro/,mailto:primariavasilati@primariavasilati.ro,,,+40-242532532,,,,"Strada Garii nr 79, Cod Postal : 917280"
12,CALARASI,94768,Vlad Țepeș,Q746497,https://www.primariavladtepes.ro/,mailto:procomunitatevladtepes@gmail.com,,,+40-728099717,,,,Str. Vasile Alecsandri Nr.31 Vlad Țepeș Călărași România
13,CLUJ,54975,Cluj-Napoca,Q100188,http://primariaclujnapoca.ro,"mailto:registratura@primariaclujnapoca.ro",,mailto:registratura@primariaclujnapoca.ro,+40-264596030,,,,"Str. Moților nr.3, 400001, Cluj-Napoca, Cluj"
13,CLUJ,55357,Câmpia Turzii,Q458422,https://campiaturzii.ro/,mailto:primaria@campiaturzii.ro,,,+40-264368001,+40-264368002,+40-264368004,+40-264366399,"Str. Laminoriștilor, nr. 2-4, Mun. Câmpia Turzii, jud. Cluj"
13,CLUJ,55008,Dej,Q273801,http://www.primariadej.ro/,mailto:primaria@dej.ro,,,+40-264211790,,,,"Str. 1 Mai nr. 2, 405200, Dej, jud. Cluj"
13,CLUJ,55384,Gherla,Q496557,http://www.gherla.ro/,mailto:primarie_gherla@yahoo.com,,,+40-264241926,,,,"Str.Bobâlna nr.2 , cod postal 405300"
13,CLUJ,55259,Turda,Q209809,https://primariaturda.ro/,mailto:contact@primariaturda.ro,,,+40-264313160,,,,"P-ța 1 Decembrie 1918, nr. 28, Mun. Turda, Județul Cluj"
13,CLUJ,55446,Huedin,Q750220,https://primariahuedin.ro/,mailto:secretariat@primariahuedin.ro,,mailto:registratura@primariahuedin.ro,+40-264351548,,,,"Str. Horea Nr.1 , Oras Huedin , Cod.405400 Judet Cluj "
13,CLUJ,55473,Aghireșu,Q12724502,https://aghiresu.ro/,mailto:aghiresu@yahoo.com,,,+40-264358001,,,,Localitatea Aghiresu Fabrici nr. 86
13,CLUJ,55598,Aiton,Q16426133,http://primariaaiton.ro/,mailto:comunaaiton2013@gmail.com,,,+40-264310400,,,,"Str.Morii 419A Aiton, CP 407025"
13,CLUJ,55623,Aluniș,Q16426136,http://www.comunaalunis.ro/,mailto:primariaaluniscj@yahoo.com,,,+40-264263505,,,,"localitatea Aluniş nr. 83, CP 407030"
13,CLUJ,55687,Apahida,Q16426139,http://www.primaria-apahida.ro/,mailto:apahida_cj@primaria-apahida.ro,,,+40-264231777,,,,"Libertăţii, nr. 122(Cod poștal: 407035), Județ: Cluj,Romania"
13,CLUJ,55776,Așchileu,Q8238655,https://www.comunaaschileu.ro/,mailto:contact@comunaaschileu.ro,,,+40-264286765,,,,"Principală, nr. 179"
13,CLUJ,55838,Baciu,Q16426143,http://primaria-baciu.ro/,mailto:office@primariabaciu.ro,,,+40-264260314,,,,"Loc. Baciu, Aleea Nufărului Nr. 1 , Cod Poștal 407055"
13,CLUJ,55918,Băișoara,Q12724615,https://www.primariabaisoara.ro/,mailto:primariabaisoara@yahoo.com,,,+40-264333660,,,,"Loc. Băișoara Str. Principală, Nr. 153"
13,CLUJ,56014,Beliș,Q16426147,https://primariabelis.ro/,mailto:primariabelis@yahoo.com,,,+40-26433402,,,,"STR. PRINCIPALĂ Nr. 105A, COM. BELIŞ, Cod Postal 407075"
13,CLUJ,56096,Bobâlna,Q16426150,https://www.primariabobilna.ro/,mailto:primar@primariabobilna.ro,,,+40-264355046,,,,"Loc. BOBÂLNA Str. Principala, Nr. 37"
13,CLUJ,56210,Bonțida,Q12724569,http://comunabontida.ro/,mailto:primariabontida@yahoo.com,,,+40-264262259,,,,"str. Mihai Eminescu, nr. 446, C.P. 407105, loc. Bonțida, Județul Cluj"
13,CLUJ,56265,Borșa,Q16426153,https://www.primariaborsa.ro/,mailto:primariaborsa@yahoo.com,,,+40-264355474,+40-264355289,,,"localitatea Borşa nr. 262, CP 407110"
13,CLUJ,56327,Buza,Q16426157,https://www.primariabuza.ro/,mailto:buzaadm@yahoo.com,,,+40-264219687,,,,"localitatea Buza nr. 63, CP 407115"
13,CLUJ,56354,Căianu,Q16426161,http://www.primariacaianu.ro/,mailto:primaria_caianu@yahoo.com,,,+40-264280007,,,,"str. Principală nr. 48, CP 407120"
13,CLUJ,56425,Călărași,Q12724709,https://primariacalarasi-cluj.ro/,mailto:secretariat@primariacalarasi-cluj.ro,,,+40-264356086,,,,"localitatea Călăraşi nr. 316, CP 407130"
13,CLUJ,56461,Călățele,Q12724716,http://www.primariacalatele.ro/,mailto:primar@primariacalatele.ro,,,+40-264352560,,,,"localitatea Călăţele nr. 100, CP 407135"
